season,id,name,abbrev,owner_name,email,division,salaryCapAmount,waiverSortOrder,lastVisit,country,state,city,zip,phone,cell,cell2,address,future_draft_picks,logo,icon,stadium,sound,mail_event,time_zone,use_advanced_editor,username,play_audio,twitterUsername,division_name,conference_id,conference_name,draft_picks_2026_count,draft_picks_2027_count,total_future_picks,salaryCapAmount_numeric,waiverSortOrder_numeric
2018,0014,Los Angeles Rams,LAR,,,03,,22,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0016.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0016.jpg,,http://www.thesoundarchive.com/play-wav-files.asp?sound=starwars/chewy_roar.wav,,,,,,,West,00,NFC,0,0,0,,22
2018,0015,San Francisco 49ers,SFO,,,03,,1,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0014.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0014.jpg,,,,,,,,,West,00,NFC,0,0,0,,1
2018,0016,Seattle Seahawks,SEA,,,03,,12,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0015.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0015.jpg,,,,,,,,,West,00,NFC,0,0,0,,12
2018,0017,Buffalo Bills,BUF,,,04,,29,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0017.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0017.jpg,,,,,,,,,East,01,AFC,0,0,0,,29
2018,0018,Miami Dolphins,MIA,,,04,,8,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0018.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0018.jpg,,,,,,,,,East,01,AFC,0,0,0,,8
2018,0019,New England Patriots,NEP,,,04,,16,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0019.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0019.jpg,,,,,,,,,East,01,AFC,0,0,0,,16
2018,0020,New York Jets,NYJ,,,04,,13,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0020.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0020.jpg,,https://www45.myfantasyleague.com/fflnetdynamic2017/19611_franchise_sound0009.mp3,,,,,,,East,01,AFC,0,0,0,,13
2018,0021,Baltimore Ravens,BAL,,,05,,31,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0021.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0021.jpg,,http://soundbible.com/422-Raven-Sound-Clip.html,,,,,,,North,01,AFC,0,0,0,,31
2018,0022,Cincinnati Bengals,CIN,,,05,,17,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0022.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0022.jpg,,,,,,,,,North,01,AFC,0,0,0,,17
2018,0023,Cleveland Browns,CLE,,,05,,14,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0023.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0023.jpg,,,,,,,,,North,01,AFC,0,0,0,,14
2018,0024,Pittsburgh Steelers,PIT,,,05,,6,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0024.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0024.jpg,,http://www.steelergridiron.com/fanzone/audio/29_Unknown%20-%20Steelers%20Nation.mp3,,,,,,,North,01,AFC,0,0,0,,6
2018,0025,Houston Texans,HOU,,,06,,2,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0025.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0025.jpg,Mexico,https://youtu.be/tKnG06-oYcg?t=1s,,,,,,,South,01,AFC,0,0,0,,2
2018,0026,Indianapolis Colts,IND,,,06,,4,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0026.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0026.jpg,,,,,,,,,South,01,AFC,0,0,0,,4
2018,0027,Jacksonville Jaguars,JAC,,,06,,24,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0027.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0027.jpg,,,,,,,,,South,01,AFC,0,0,0,,24
2018,0028,Tennessee Titans,TEN,,,06,,18,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0028.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0028.jpg,,,,,,,,,South,01,AFC,0,0,0,,18
2018,0029,Denver Broncos,DEN,,,07,,11,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0029.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0029.jpg,,,,,,,,,West,01,AFC,0,0,0,,11
2018,0030,Kansas City Chiefs,KCC,,,07,,32,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0030.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0030.jpg,,,,,,,,,West,01,AFC,0,0,0,,32
2018,0031,Oakland Raiders,OAK,,,07,,23,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0031.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0031.jpg,,,,,,,,,West,01,AFC,0,0,0,,23
2018,0032,Los Angeles Chargers,LAC,,,07,,21,,,,,,,,,,,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_logo0032.jpg,https://www43.myfantasyleague.com/fflnetdynamic2014/37677_franchise_icon0032.jpg,,,,,,,,,West,01,AFC,0,0,0,,21
